1,2,1,31
1,2,2,2
1,2,4,32
1,2,6,27
1,4,1,31
1,4,4,32
1,4,6,27
1,6,1,31
1,6,4,32
1,6,6,27
1,8,1,31
1,8,4,32
1,8,6,27
1,11,1,31
1,11,4,32
1,11,6,27
1,15,1,31
1,15,4,32
1,15,4,33
1,15,6,27
1,16,1,31
1,16,2,2
1,16,2,3
1,16,4,32
1,16,4,33
1,16,6,27
1,16,7,31
1,16,11,30
1,17,1,31
1,17,4,32
1,17,4,33
1,17,6,27
1,17,7,31
1,17,8,27
1,17,11,30
1,19,1,31
1,19,4,32
1,20,1,31
1,20,2,2
1,20,3,6
1,20,4,32
1,20,6,27
1,20,7,31
1,20,11,30
1,23,1,31
1,23,2,2
1,23,4,32
1,23,6,27
1,25,1,31
1,25,2,2
1,25,3,6
1,25,4,32
1,25,6,27
1,27,1,31
1,27,2,2
1,27,4,32
1,27,6,27
1,29,1,31
1,29,4,32
1,29,4,33
1,29,6,27
1,29,7,31
1,29,8,27
1,29,11,30
1,31,4,34
1,32,4,32
1,32,7,31
1,32,8,27
1,32,11,30
1,35,1,31
1,35,4,32
1,35,6,27
1,37,1,31
1,37,2,2
1,37,3,6
1,37,4,32
1,37,6,27
2,3,4,27
2,3,4,28
2,4,4,2
2,4,4,3
2,4,7,1
2,14,1,15
2,14,4,8
2,14,4,9
2,14,4,10
2,14,4,11
2,14,4,12
2,14,4,13
2,14,4,14
2,14,6,13
2,14,6,14
2,22,1,6
2,22,1,7
2,22,1,8
2,27,1,5
2,27,1,6
2,27,1,7
2,30,4,20
2,30,7,26
2,30,11,25
2,34,0,0
2,37,0,0
2,38,4,37
