1,4,1,31
1,4,2,2
1,4,4,32
1,4,6,27
1,9,1,31
1,9,2,2
1,9,4,32
1,9,6,27
1,23,4,32
2,1,1,1
2,1,1,13
2,1,1,14
2,1,1,15
2,1,1,16
2,1,1,17
2,1,1,18
2,1,1,19
2,1,1,20
2,1,1,21
2,1,1,22
2,1,1,23
2,1,1,24
2,1,1,25
2,1,1,26
2,1,1,27
2,1,4,14
2,1,4,15
2,1,4,16
2,1,4,17
2,1,4,18
2,1,4,19
2,1,4,20
2,1,4,21
2,1,4,22
2,1,4,23
2,1,4,24
2,1,4,25
2,1,4,26
2,1,4,27
2,1,4,28
2,1,4,29
2,1,4,30
2,1,4,31
2,1,4,32
2,1,4,33
2,1,6,11
2,1,6,12
2,1,6,13
2,1,6,14
2,1,6,15
2,1,7,13
2,1,11,12
2,2,4,20
2,3,0,0
2,4,0,0
2,4,4,19
2,4,7,18
2,4,8,14
2,4,11,17
2,6,1,7
2,6,4,5
2,6,4,6
2,6,6,6
2,8,0,0
2,8,1,20
2,8,1,21
2,8,4,15
2,8,4,16
2,8,4,17
2,8,4,18
2,8,4,19
2,8,4,20
2,8,4,21
2,8,6,20
2,8,6,21
2,10,4,33
2,12,4,35
2,12,4,36
2,12,4,37
2,12,4,38
2,12,4,39
2,12,7,28
2,12,7,29
2,12,7,30
2,12,7,31
2,12,10,18
2,12,11,27
2,12,11,28
2,12,11,29
2,12,11,30
2,12,11,31
2,14,4,26
2,14,4,27
2,14,4,28
2,14,4,29
2,15,7,23
2,15,11,22
2,16,4,33
2,16,4,34
2,21,0,0
2,21,1,17
2,21,1,18
2,22,4,1
2,22,4,2
2,22,4,3
2,24,0,0
2,24,1,7
2,24,1,8
2,24,3,10
2,24,4,6
2,24,4,7
2,24,4,35
2,24,6,7
2,24,10,1
2,26,4,35
2,26,4,36
3,8,4,25
3,22,1,23
