1,16,1,31
1,16,2,2
1,16,4,32
1,16,6,27
1,24,4,32
2,1,1,10
2,1,1,11
2,3,4,35
2,10,4,35
2,24,1,8
2,24,4,7
2,24,4,8
2,24,10,1
2,27,1,39
2,27,4,37
2,27,4,38
3,5,1,19
3,5,1,20
3,5,1,21
3,5,1,22
3,5,1,23
3,5,1,24
3,5,1,25
3,5,1,26
3,5,1,27
3,5,7,19
3,5,7,20
3,5,11,19
3,5,11,20
3,6,4,15
3,6,9,32
3,7,1,1
3,7,1,2
3,7,1,3
3,7,1,4
3,7,1,5
3,7,1,6
3,7,1,36
3,7,1,37
3,7,1,38
3,7,1,39
3,8,1,1
3,8,1,2
3,8,1,3
3,8,1,4
3,8,1,5
3,8,1,6
3,8,1,7
3,8,1,8
3,8,1,9
3,8,1,10
3,8,1,11
3,8,1,13
3,8,1,14
3,8,1,15
3,8,1,16
3,8,1,17
3,8,1,18
3,8,1,19
3,8,7,1
3,8,7,2
3,8,7,3
3,8,7,4
3,8,7,14
3,8,7,15
3,8,7,16
3,8,7,17
3,8,7,18
3,8,7,19
3,8,11,1
3,8,11,2
3,8,11,3
3,8,11,4
3,8,11,13
3,8,11,15
3,8,11,16
3,8,11,17
3,8,11,18
3,9,1,8
3,9,1,9
3,9,1,10
3,9,1,11
3,9,1,12
3,9,1,13
3,9,1,14
3,9,1,15
3,9,1,16
3,9,1,17
3,9,1,18
3,9,1,19
3,9,1,20
3,9,1,21
3,9,1,22
3,9,1,23
3,9,1,24
3,9,1,25
3,9,1,26
3,9,1,27
3,9,1,28
3,9,2,1
3,9,2,2
3,9,2,3
3,9,2,4
3,9,2,5
3,9,2,6
3,9,2,7
3,9,2,8
3,9,2,9
3,9,2,10
3,9,7,9
3,9,7,10
3,9,7,11
3,9,7,12
3,9,7,13
3,9,7,14
3,9,7,15
3,9,7,16
3,9,7,17
3,9,7,18
3,9,7,19
3,9,7,20
3,9,7,21
3,9,11,8
3,9,11,10
3,9,11,11
3,9,11,12
3,9,11,13
3,9,11,14
3,9,11,15
3,9,11,16
3,9,11,17
3,9,11,18
3,9,11,19
3,9,11,20
3,9,11,21
3,10,1,1
3,10,1,2
3,10,1,3
3,10,1,4
3,10,1,5
3,10,1,6
3,10,1,7
3,10,1,8
3,10,1,9
3,10,1,10
3,10,1,11
3,10,1,24
3,10,1,25
3,10,1,26
3,10,1,27
3,10,1,28
3,10,1,29
3,10,1,30
3,10,1,31
3,10,1,32
3,10,1,33
3,10,1,34
3,10,1,35
3,10,1,36
3,10,1,37
3,10,1,38
3,10,1,39
3,10,7,1
3,10,7,2
