1,4,1,31
1,4,2,2
1,4,4,32
1,4,6,27
1,9,1,31
1,9,4,32
1,9,6,27
1,12,1,31
1,12,4,32
1,12,6,27
2,6,4,18
2,9,0,0
2,13,1,2
2,13,4,1
2,13,4,28
2,13,4,29
2,13,4,30
2,17,4,36
2,17,4,37
2,22,4,21
2,22,4,22
2,22,7,22
2,24,4,7
2,24,4,8
2,24,4,9
2,24,4,10
2,24,4,11
3,5,1,14
3,6,4,26
3,6,4,27
3,6,4,28
3,6,4,29
3,6,4,30
3,6,4,31
3,6,4,32
3,9,4,12
3,12,1,20
3,12,1,21
3,12,1,22
3,12,1,23
3,12,1,24
3,12,1,25
3,12,1,26
3,12,1,27
3,12,1,28
3,12,1,29
3,12,1,30
3,12,1,31
3,12,1,32
3,12,7,21
3,12,7,22
3,12,7,23
3,12,7,24
3,12,7,25
3,12,7,26
3,12,7,27
3,12,7,28
3,12,7,29
3,12,7,30
3,12,7,31
3,12,7,32
3,12,11,20
3,12,11,22
3,12,11,23
3,12,11,24
3,12,11,25
3,12,11,26
3,12,11,27
3,12,11,28
3,12,11,29
3,12,11,30
3,12,11,31
3,13,4,38
3,13,4,39
3,14,1,20
3,14,1,21
3,14,1,22
3,14,4,1
3,14,4,2
3,14,4,3
3,14,4,4
3,14,4,5
3,14,4,6
3,14,6,1
3,14,6,2
3,14,6,3
3,14,6,4
3,14,6,5
3,14,6,6
3,14,7,21
3,14,7,22
3,14,11,20
3,17,1,10
3,17,1,33
3,17,1,34
3,17,7,35
3,17,7,36
3,17,7,37
3,17,7,38
3,17,11,34
3,17,11,35
3,17,11,36
3,17,11,37
3,19,1,25
3,20,1,32
3,20,1,33
3,20,1,34
3,20,7,33
3,20,7,34
3,20,11,32
3,23,1,1
3,23,1,2
3,23,1,3
3,23,1,4
3,23,1,5
3,23,1,6
3,23,1,7
3,23,1,8
3,23,1,9
3,23,1,10
3,23,1,11
3,23,1,12
3,23,1,13
3,23,1,14
3,23,1,15
3,23,1,16
3,23,1,17
3,23,1,18
3,23,1,19
3,23,1,20
3,23,1,21
3,23,1,22
3,23,1,23
3,23,1,26
3,23,1,27
3,23,1,28
3,23,1,29
3,23,1,30
3,23,7,4
3,23,7,5
3,23,7,6
3,23,7,7
3,23,7,8
3,23,7,9
3,23,7,10
3,23,7,11
3,23,7,12
3,23,7,13
3,23,7,14
3,23,7,15
3,23,7,16
3,23,7,27
3,23,7,28
3,23,7,29
3,23,7,30
3,23,11,3
3,23,11,5
3,23,11,6
3,23,11,7
3,23,11,8
3,23,11,9
3,23,11,10
3,23,11,11
3,23,11,12
3,23,11,13
3,23,11,14
3,23,11,15
3,23,11,16
3,23,11,26
3,23,11,28
3,23,11,29
3,24,4,21
3,28,1,1
3,28,1,2
3,28,1,3
3,28,7,1
3,28,7,2
3,28,7,3
3,28,11,1
3,28,11,2
