1,3,1,31
1,3,2,2
1,3,4,32
1,3,6,27
1,5,4,32
1,8,4,32
2,7,0,0
2,7,4,21
2,7,4,22
2,10,4,1
2,10,4,2
2,10,4,3
2,10,4,4
2,10,4,5
2,10,4,6
2,10,4,7
2,10,4,8
2,10,4,9
2,10,4,10
2,10,4,11
2,12,1,10
2,12,4,8
2,12,4,9
3,16,1,11
3,16,1,12
3,16,1,13
3,16,1,14
3,16,1,15
3,16,1,16
3,16,1,17
3,16,1,18
3,16,1,19
3,16,1,20
3,16,1,21
3,16,1,22
3,16,7,12
3,16,7,13
3,16,7,14
3,16,7,15
3,16,7,16
3,16,7,17
3,16,7,18
3,16,7,19
3,16,7,20
3,16,7,21
3,16,7,22
3,16,11,11
3,16,11,13
3,16,11,14
3,16,11,15
3,16,11,16
3,16,11,17
3,16,11,18
3,16,11,19
3,16,11,20
3,16,11,21
3,17,1,12
3,17,1,13
3,17,1,14
3,17,1,15
3,17,1,20
3,17,1,21
3,17,1,22
3,17,7,12
3,17,7,16
3,17,7,17
3,17,7,18
3,17,7,19
3,17,7,20
3,17,7,21
3,17,7,22
3,17,8,12
3,17,8,13
3,17,8,14
3,17,8,15
3,17,8,16
3,17,8,17
3,17,8,18
3,17,11,12
3,17,11,15
3,17,11,16
3,17,11,17
3,17,11,18
3,17,11,19
3,17,11,20
3,17,11,21
