1,2,4,32
1,4,1,31
1,4,2,2
1,4,3,6
1,4,4,32
1,4,6,27
1,6,1,31
1,6,2,2
1,6,3,6
1,6,4,32
1,6,6,27
1,9,2,1
1,9,4,1
1,9,4,2
1,9,4,3
1,9,4,4
1,9,4,5
1,10,1,31
1,10,2,2
1,10,3,6
1,10,4,1
1,10,4,32
1,10,6,27
1,11,1,31
1,11,4,32
1,11,6,27
1,11,7,31
1,11,8,27
1,11,11,30
1,13,1,31
1,13,2,2
1,13,2,3
1,13,3,6
1,13,4,32
1,13,6,27
1,16,4,32
1,17,1,31
1,17,2,2
1,17,2,3
1,17,3,6
1,17,4,1
1,17,4,2
1,17,4,3
1,17,4,4
1,17,4,32
1,17,6,27
1,22,1,31
1,22,4,32
1,22,6,27
1,23,1,31
1,23,2,1
1,23,2,2
1,23,2,3
1,23,2,4
1,23,4,1
1,23,4,2
1,23,4,3
1,23,4,4
1,23,4,32
1,23,4,33
1,23,4,34
1,23,6,27
1,24,2,1
1,24,4,1
1,24,4,2
1,24,4,3
1,24,4,4
1,24,4,5
1,24,4,6
1,24,4,7
1,25,1,31
1,25,2,2
1,25,3,6
1,25,4,32
1,25,6,27
2,14,1,16
2,14,4,15
2,14,4,16
2,14,10,10
2,14,10,11
2,16,1,1
2,16,1,2
2,16,1,3
2,16,1,4
2,16,1,5
2,16,1,6
2,16,1,7
2,16,1,8
2,16,1,9
2,16,1,10
2,16,1,11
2,16,6,4
2,17,0,0
2,17,4,7
2,17,4,8
2,17,4,9
2,18,4,18
2,18,4,23
2,23,10,4
2,23,10,5
2,23,10,6
3,1,1,3
3,1,4,1
3,1,4,2
3,1,4,3
3,1,4,4
