1,1,4,32
1,3,4,32
1,4,1,31
1,4,4,32
1,4,6,27
1,6,1,31
1,6,4,32
1,6,6,27
1,7,4,1
1,14,4,32
1,16,4,32
2,1,4,27
2,2,1,39
2,2,4,39
2,3,0,0
2,5,1,19
2,5,4,18
2,5,4,35
2,5,4,36
2,5,6,18
2,5,10,10
2,5,10,12
2,5,10,13
2,5,10,14
2,7,4,17
2,7,4,22
2,7,4,23
2,7,4,24
2,7,4,25
2,7,10,4
2,7,10,5
2,10,1,7
2,10,4,6
2,10,4,7
2,10,6,6
2,10,10,1
2,10,10,2
3,10,1,1
3,10,1,2
3,10,1,3
3,10,7,1
3,10,7,2
3,10,7,3
3,10,11,1
3,10,11,2
3,11,7,34
3,11,7,35
3,11,7,36
3,11,7,37
3,11,11,33
3,11,11,34
3,11,11,35
3,11,11,36
3,11,11,37
3,13,1,17
3,13,1,18
3,13,1,19
3,13,7,17
3,13,7,18
3,13,7,19
3,13,11,18
