date,stock_name,stock_code,title,link,content
1999-12-21,取引の開示の徹底 日本長期信用銀行,,銀行が提出する財務諸表に関する問題点についての建議,https://www.fsa.go.jp/sesc/actions/cyousa.html,犯則事件調査の結果に基づく建議について 平成１１年１２月２１日 証券取引等監視委員会 証券取引等監視委員会は、証券取引法の規定に基づき、日本長期信用銀行及び日本債券信用銀行の有価証券報告書に関し、犯則事件の調査を行った結果、銀行が提出する財務諸表について問題点が認められたので、金融再生委員会設置法第３０条の規定に基づき、本日、大蔵大臣に対して、下記の観点に留意しつつ、必要かつ適切な措置を講ずるよう建議を行った。 記 １ ．担保資産の注記 日本長期信用銀行は、関連ノンバンクの債務に対する信用補完として、有価証券担保を提供していたが、この事実は同行の有価証券報告書には記載されていなかった。 「財務諸表等の用語、様式及び作成方法に関する規則」（昭和３８年大蔵省令第５９号。以下「財務諸表等規則」という。）は、資産が担保に供されているときは、その旨を注記しなければならないと規定しているが、銀行・信託業等、一部の別記事業の財務諸表においては、担保資産の注記は記載を要しないものとされている。投資判断の前提となる重要な財務情報の開示を徹底し、投資者の保護に十全を期す観点から、このような例外的取扱いの見直しを行い、銀行・信託業等においても担保資産を開示する必要がある。 ２ ．関連当事者との取引の開示の徹底 日本長期信用銀行及び日本債券信用銀行は、関連ノンバンクとの間に債権放棄等を含む取引があるにもかかわらず、それぞれの有価証券報告書においてはこれらの取引をほとんど記載していなかった。 関連当事者との取引は、独立した対等な立場で行われるその他の者との取引には通常みられないような条件で行われることがあることから、財務諸表等規則は、関連当事者との取引のうち重要なものについて、取引の内容、取引条件等を注記しなければならないと規定している。この注記は、銀行・信託業等の財務諸表においても記載を要するものとされており、関連当事者との取引が当該会社の財政状態や経営成績に及ぼす影響を投資者が適切に判断できるよう、銀行・信託業等の実務においても、当該規定を狭く解釈することなく、関連当事者との取引の十分な開示を行う必要がある。 （参考） 日本長期信用銀行事件については平成１１年６月３０日、日本債券信用銀行事件については同年８月１３日、それぞれ東京地方検察庁検察官に対して告発を行った。
1999-11-12,おいて準用する証券会社,,エービーエヌ・アムロ・セキュリティーズ（ジャパン）リミテッド東京支店に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19991112-1.html,エービーエヌ・アムロ・セキュリティーズ（ジャパン）リミテッド 東京支店に対する検査結果に基づく勧告について 平成１１年１１月１２日 証券取引等監視委員会 １．勧告の内容 証券取引等監視委員会は、エービーエヌ・アムロ・セキュリティーズ（ジャパン）リミテッド東京支店（東京都港区虎ノ門、東証・大証会員、役職員約１４０名、以下「エービーエヌ・アムロ証券」という。）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、金融再生委員会及び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分を行うよう勧告した。 ２．事実関係 ○　通常の取引の条件と著しく異なる条件での特定法人等との取引 エービーエヌ・アムロ証券は、平成９年９月から同１０年６月までの間、当支店の親法人である銀行から、通常の取引の条件と著しく異なる条件である、無利子で約７０億円の借入れを行った。 上記行為は、外国証券業者に関する法律（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの）第１７条第１項において準用する証券取引法（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの）第５０条の２第３号に基づく外国証券業者に関する省令（平成１０年総理府令・大蔵省令第３７号（平成１０年１２月１日施行）施行前のもの）第２０条の４において準用する証券会社の健全性の準則等に関する省令（平成１０年総理府令・大蔵省令第３３号（平成１０年１２月１日施行）施行前のもの）第２条の２第６号に規定する「通常の取引の条件と著しく異なる条件で、証券会社がその特定法人等と取引をする行為」に該当すると認められる。
1999-10-22,おいて準用する証券会社,,クレスベール・インターナショナル・リミテッド東京支店に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19991022.html,クレスベール・インターナショナル・リミテッド東京支店に 対する検査結果に基づく勧告について 平成１１年１０月２２日 証券取引等監視委員会 １．勧告の内容 証券取引等監視委員会は、クレスベール・インターナショナル・リミテッド東京支店（東京都中央区日本橋箱崎町、非会員。以下「クレスベール証券」という。）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、金融再生委員会及び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分及びその他の適切な措置を講ずるよう勧告した。 ２．事実関係 (1)　特別の利益を提供することを約して勧誘する行為 クレスベール証券は、支店長（当時）等の関与により、 平成６年９月頃から同１０年６月までの間、プリンストン債の勧誘に際し、複数の法人顧客の担当者に対し、金銭の支払いを行うことを約束して勧誘を行った。 平成７年８月、プリンストン債の勧誘に際し、特定の法人顧客に対し、当該顧客の決算期末に融資の仲介を行うことを約束して勧誘を行った。 平成８年８月頃、プリンストン債の勧誘に際し、特定の法人顧客に対し、当該法人顧客とその子会社が買い付けるプリンストン債間での資金移動を行い、かつ、当該顧客に融資の仲介を行うことを約束して勧誘を行った。 上記行為は、外国証券業者に関する法律（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの。）第１７条第１項において準用する証券取引法（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの。）第５０条第１項第６号に基づく外国証券業者に関する省令（平成１０年総理府令・大蔵省令第３７号（平成１０年１２月１日施行）施行前のもの。）第２１条第４項において準用する証券会社の健全性の準則等に関する省令（平成１０年総理府令・大蔵省令第３３号（平成１０年１２月１日施行）施行前のもの。）第２条第２号に規定する「特別の利益を提供することを約して勧誘する行為」に該当すると認められる。 (2)　有価証券の売買その他の取引に関する虚偽表示 クレスベール証券は、 支店長（当時）等の関与により、平成７年８月から同１１年４月までの間、プリンストン債の取引に関し、複数の顧客に対し、事実と異なる社債要項や残高証明書等を交付することにより、虚偽の表示を行った。 資本市場部長等の関与により、平成７年１０月から同８年５月までの間、プリンストン債の取引に関し、複数の顧客に対し、事実と異なる勧誘資料を交付することにより、虚偽の表示を行った。 上記行為は、外国証券業者に関する法律第１４条第１項（平成１０年１１月３０日以前の行為については、同年法律第１０７号による改正前の第１７条第１項）において準用する証券取引法第４２条第１項第９号（平成１０年１１月３０日以前の行為については、同年法律第１０７号による改正前の第５０条第１項第６号）に基づく外国証券業者に関する命令第２４条第１５項（平成１０年１１月３０日以前の行為については、同年総理府令・大蔵省令第３７号による改正前の第２１条第４項）において準用する証券会社の行為規制等に関する命令第４条第１号（平成１０年１１月３０日以前の行為については、同年総理府令・大蔵省令第３３号による改正前の第２条第１号）に規定する「有価証券の売買その他の取引に関し、虚偽の表示をする行為」に該当すると認められる。 (3)　虚偽の記載をした取引報告書の交付 クレスベール証券は、支店長（当時）等の関与により、平成８年９月及び同９年３月、特定の顧客のプリンストン債の売買に関し、意図的に実際の約定内容と異なる記載をした虚偽の取引報告書を作成し、顧客に交付した。 上記行為は、外国証券業者に関する法律（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの。）第３７条第３号に規定する「虚偽の記載をした取引報告書を顧客に交付する行為」に該当すると認められる。 (4)　有価証券を売却する場合における引受人の信用の供与 クレスベール証券は、支店長（当時）の関与により、平成１０年４月、当支店が引受人となった株式の売却に際し、特定の顧客に対し、その買付代金の貸付を行った。 上記行為は、外国証券業者に関する法律（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの。）第１７条第１項において準用する証券取引法（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの。）第６１条に規定する「有価証券の引受人となった証券会社が当該有価証券を売却する場合において、引受人となった日から６か月を経過する日までに、その買主に対し買入代金につき貸付をする行為」に該当すると認められる。
1999-12-03,基づく証券会社,,エヌシーエス証券に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19991203.html,(株)エヌシーエス証券に対する検査結果に基づく勧告について 平成１１年１２月３日 証券取引等監視委員会 １．勧告の内容 近畿財務局長が株式会社エヌシーエス証券（大阪市中央区、資本金２５億円、大証会員、役職員約５０人）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、証券取引等監視委員会は、金融再生委員会及び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分及びその他の適切な措置を講ずるよう勧告した。 ２．事実関係 (1)　実勢を反映しない作為的相場が形成されることとなることを知りながら一連の有価証券の売買を受託する行為 (株)エヌシーエス証券は、平成１０年７月３０日、当社取締役（当時）等の関与により、特定の店頭登録銘柄の株式について、同取締役が代表取締役となっている法人と他の顧客との売買を、一定の価格で成立させることが可能な価格まで当該銘柄の株価を引き上げる目的をもって、当該取締役が他に経営する法人に一連の高い指値の買付注文を連続して発注させ、当該一連の買付注文を受託、執行した。 上記行為は、証券取引法（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの）第５０条第１項第６号に基づく証券会社の健全性の準則等に関する省令（平成１０年総理府令・大蔵省令第３３号（平成１０年１２月１日施行）施行前のもの）第２条第３号に規定する「実勢を反映しない作為的相場が形成されることとなることを知りながら一連の有価証券の売買の受託をする行為」に該当すると認められる。 (2)　損失を補てんするため財産上の利益を提供する行為 (株)エヌシーエス証券は、平成９年１０月２０日、当社代表取締役社長（当時）等の関与により、特定の顧客の株式の売買につき、当該売買について生じた顧客の損失の一部を補てんするため、当該代表取締役社長の自己の資金２百万円を顧客に支払うことで財産上の利益を提供した。 上記行為は、証券取引法（平成９年法律第１１７号（平成９年１２月３０日施行）施行前のもの）第５０条の３第１項第３号及び第１９９条第１号の６に規定する「有価証券について生じた顧客の損失の一部を補てんするため、当該顧客に対し、財産上の利益を提供する行為」に該当すると認められる。
1999-11-12,コスモ証券株式会社,,コスモ証券株式会社に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19991112-2.html,コスモ証券株式会社に対する検査結果に基づく勧告について 平成１１年１１月１２日 証券取引等監視委員会 １．勧告の内容 証券取引等監視委員会は、コスモ証券株式会社（大阪市中央区今橋、資本金３２４億円、役職員約１千名）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、金融再生委員会及び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分及びその他の適切な措置を講ずるよう勧告した。 ２．事実関係 ○　法人関係情報に係る不公正取引の防止上不十分な有価証券の売買に関する管理の状況 コスモ証券(株)は、当社役員の当社の株式等の売買について、当社に係る法人関係情報の有無及び当該役員の法人関係情報保有の有無を確認せず、役員の自己取引に承認を与えており、役員の有価証券の売買に関する管理の状況が、当社の法人関係情報に係る不公正な取引の防止上十分ではない。 上記の管理の状況は、証券取引法第４３条第２号に基づく証券会社の行為規制等に関する命令第１０条第４号に規定する「顧客の有価証券の売買に関する管理の状況が法人関係情報に係る不公正な取引の防止上十分でないと認められる状況」に該当すると認められる。 なお、上記のほか、当該会社の役員が、インサイダー取引を行っていたので、適切な措置を講ずるよう併せて勧告した。
1999-07-30,センチュリー証券株式会社,,センチュリー証券(株)に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19990730-2.html,センチュリー証券(株)に対する検査結果に基づく勧告について 平成１１年７月３０日 証券取引等監視委員会 １．勧告の内容 関東財務局長がセンチュリー証券株式会社（東京都中央区日本橋本町、資本金１６億円、東京・大阪・新潟会員、役職員約３００名）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、証券取引等監視委員会は、金融再生委員会及び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分及びその他の適切な措置を講ずるよう勧告した。 ２．事実関係 ○　取引一任勘定取引の契約の締結 本店歩合外務員等１３名は、平成４年１月から同１１年３月にかけて、１７名の顧客との間で、株式の売買の受託につき、顧客の個別の取引ごとの同意を得ないで、売買の別、銘柄、数及び価格の全部又は一部について定めることができることを内容とする契約を締結した。 当該使用人が行った上記行為は、証券取引法第４２条第１項第５号（平成１０年１１月３０日以前の行為については、同年法律第１０７号による改正前の第５０条第１項第３号）に規定する「取引一任勘定取引の契約を締結する行為」に該当すると認められる。 また、上記行為は会社の行為と認められる。
1999-07-23,豊証券株式会社,,豊証券(株)に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19990723-3.html,豊証券(株)に対する検査結果に基づく勧告について 平成１１年７月２３日 証券取引等監視委員会 １．勧告の内容 東海財務局長が豊証券株式会社（名古屋市中区、資本金２５億円、東京・名古屋会員、役職員約２１０名）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、証券取引等監視委員会は、金融再生委員会び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分及びその他の適切な措置を講ずるよう勧告した。 ２．事実関係 ○　有価証券を有しないでその売付けをする行為 豊証券(株)は、平成１０年１１月２日から同１９日までの間、 (1)　取引所有価証券市場において自己の計算により多数回行った株式の空売りについて、証券取引所に対し、空売りであることを明らかにしなかった。 上記行為は、証券取引法施行令第２６条の３第１項に違反すると認められる。 (2)　取引所有価証券市場において、証券取引所が直近に公表した価格に満たない価格で、自己の計算による株式の空売りを多数回行った。 上記行為は、同施行令第２６条の４第１項に違反すると認められる。 上記(1)及び(2)の行為は、証券取引法第１６２条第１項第１号に規定する「政令で定めるところに違反して、有価証券を有しないでその売付けをする行為」に該当すると認められる。
1999-10-08,播陽証券株式会社,,播陽証券(株)に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19991008.html,播陽証券(株)に対する検査結果に基づく勧告について 平成１１年１０月８日 証券取引等監視委員会 １．勧告の内容 近畿財務局長が播陽証券株式会社（兵庫県姫路市錦町、資本金１１２百万円、非会員、役職員４４名）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、証券取引等監視委員会は、金融再生委員会及び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分及びその他の適切な措置を講ずるよう勧告した。 ２．事実関係 ○　向い呑み及び呑行為 播陽証券(株)は、常務取締役営業本部長の関与により、平成９年２月１９日、本店営業部等が複数の顧客から受託した上場株式の買付委託注文を証券取引所の会員に取り次ぐことなく、当日、発注ミスにより買い過ぎた株式を顧客に付け替えて売買を成立させた。 上記行為は証券取引法（平成１０年法律第１０７号（平成１０年１２月１日施行）施行前のもの。）第４７条に規定する「有価証券に関する同一の売買について、その本人となると同時に、その相手方の取次をなす者となる行為」及び同法第１２９条第１項に規定する「会員に対する売買取引の委託を取次することを引き受けた者が、会員に対しその取次をしないで、自己がその相手方となって、売買を成立せしめる行為」に該当すると認められる。
1999-07-30,山丸証券株式会社,,山丸証券(株)に対する検査結果に基づく勧告について,https://www.fsa.go.jp/sesc/news/c_1999/1999/19990730-1.html,山丸証券(株)に対する検査結果に基づく勧告について 平成１１年７月３０日 証券取引等監視委員会 １．勧告の内容 関東財務局長が山丸証券株式会社（東京都中央区日本橋兜町、資本金１０億円、東京・大阪会員、役職員約１５０名）を検査した結果、下記のとおり法令違反の事実が認められたので、本日、証券取引等監視委員会は、金融再生委員会及び金融監督庁長官に対して、金融再生委員会設置法第２９条第１項の規定に基づき、行政処分及びその他の適切な措置を講ずるよう勧告した。 ２．事実関係 ○　実勢を反映しない作為的相場を形成させるべき一連の有価証券の売買 山丸証券(株)は、ディーリング部員の関与により、平成１０年９月１日から同１１年２月１９日にかけて、９銘柄の株式について、当該銘柄の株価を引き上げる目的をもって、自己の計算による一連の成行又は高い指値の買付けを行った。 上記行為は、証券取引法第４２条第１項第９号（平成１０年１１月３０日以前の行為については、同年法律第１０７号による改正前の第５０条第１項第６号）に基づく証券会社の行為規制等に関する命令第４条第３号（平成１０年１１月３０日以前の行為については、同年総理府令・大蔵省令第３３号による改正前の証券会社の健全性の準則等に関する省令第２条第３号）に規定する「実勢を反映しない作為的相場を形成させるべき一連の有価証券の売買をする行為」に該当すると認められる。
1999-10-08,,,証券取引等監視委員会の事務処理状況の公表について,https://www.fsa.go.jp/sesc/reports/n_10/n_10.html,平成10年度版年次公表 証券取引等監視委員会の事務処理状況の公表について 平成11年10月８日 証券取引等監視委員会 １．事務処理状況の公表 証券取引等監視委員会の活動状況については、金融再生委員会設置法第32条の規定に基づき、公表することとされており、本年は、平成10年７月１日から11年６月30日までの期間における事務の処理状況を10月８日に「証券取引等監視委員会の活動状況」として公表した。 本公表は、平成４年７月に委員会が発足後、７回目となる。 なお、昨年12月15日に金融再生委員会が発足したが、証券取引等監視委員会は、金融監督庁とともに、従来の体制のまま金融再生委員会に移管された。 ２．全般的な評価 一般的には、ルール遵守の重要性の認識が深まりつつあると思われるものの、未だ十分であるとは認めがたい面がある。本公表期間においても、取引一任勘定取引の契約、投機的利益の追求を目的とした役職員の有価証券売買など法令違反行為のほか、証券会社の営業姿勢や内部管理体制に関する問題点も多数認められた。証券会社の役職員は法令遵守の重要性を強く認識し、公正な業務遂行にむけて一層努力する必要がある。 現在、金融システムの抜本的な改革が進行していく状況の下で、日本の証券市場や金融先物市場が市場参加者の信頼を確保するためには、監視委員会が適切にその責務を果していくとともに、その活動が正確に関係者に理解されていくことが重要である。 ３．概要 (1) 犯則事件の調査・告発 犯則事件の調査については、内部者取引の事実につき４件、相場操縦の事実につき１件、有価証券報告書の虚偽記載の事実につき１件、計６件を証取法違反の罪に該当するとして告発を行った。その概要は次のとおりである。 ○ 大都工業、日本エム・アイ・シー、トーア・スチール事件（内部者取引） 大都工業(株)の会社更生法の手続開始、日本エム・アイ・シー(株)とインテック(株)の合併及びトーア・スチール(株)の解散に係る重要事実の公表前に、会社関係者が損失を回避又は利益を得る目的で当該株式の売買を行った。 ○ 昭和化学工業事件（相場操縦） (株)フレックスの実質的な代表者である専務取締役及び同社職員は、昭和化学工業株式を仮名口座を用いて、同社株式の売買取引を誘引する目的で、売買取引を繁盛であると誤解させ、かつ、同社株式の相場を変動させるべき一連の売買取引を行った。 ○ 日本長期信用銀行事件（有価証券報告書虚偽記載） (株)日本長期信用銀行の代表取締役頭取及び代表取締役副頭取２人は、平成10年３月期の当期未処理損失について、関連親密企業への融資の回収不能部分に対して適正な引当・償却を行わず、重要な事項につき虚偽の記載のある有価証券報告書を提出した。 (2) 検査 検査については、本事務年度中に国内証券会社68社、外国証券会社12社に対して検査に着手した。 本事務年度において検査が終了したものは、前期繰越分を含め、国内証券会社66社、外国証券会社10、自主規制機関１機関、証券業務の認可を受けた金融機関１機関となっている（合計78社・機関）。このうち70社・機関に問題点が認められた（問題点の割合89.7％）。 (3) 金融再生委員会及び金融監督庁長官に対する勧告及び措置報告 金融再生委員会及び金融監督庁長官に対して、犯則事件の調査及び検査結果に基づいて重大な法令違反として36件の勧告を行った。このうち検査結果に基づくものが34件、犯則事件の調査結果に基づくものが２件となっている。事案の内容別内訳は次のとおり。 会社 個人 ○ 向い呑み及び呑行為 １社 13人 ○ 取引報告書の不交付又は虚偽の取引報告書の交付 ２社 １人 ○ 取引一任勘定取引の契約を締結する行為 １社 28人 ○ 作為的相場を形成させるべき売買をする行為 ２社 ２人 ○ 作為的相場が形成されることを知りながら売買の受託をする行為 ３社 ４人 ○ 投機的利益の追求を目的とした有価証券の売買取引 － 19人 ○ 損失を補てんするため財産上の利益を提供する行為等 ２社 ６人 ○ 外務員の職務に関する著しく不適当な行為 － ４人 ○ 有価証券を有しないでその売付けをする行為 ３社 － ○ その他 － ５人 (4) 取引審査 本事務年度中に行った審査件数は、価格形成に関するもの104件、内部者取引に関するもの165件、その他風説の流布等の観点からのもの６件、計275件となっている。 ○ 価格形成に関する審査 株価が急騰するなど不自然な動きをしたもの、株価が一定水準に固定されていると認められた銘柄を中心に審査。 ○ 内部者取引に関する審査 新株等の発行、会社の合併、会社更生手続き開始の申立て等会社の業績に著しい影響を及ぼすと思われる情報を公開することにより、株価が大きく変動したものを中心に審査。 ○ その他風説の流布等の審査 「会社更生法の適用を申請」「資金ショートする」「業務提携を解消する」等各種情報により株価が大きく変動したと思われる銘柄を中心に審査。 なお、「証券取引等監視委員会の活動状況」は、委員会事務局のほか、各財務局・財務支局等において閲覧することができる。また、その本文は10月12日の官報及び監視委員会のホームページに掲載される予定である。 「委員会の活動状況」（一覧表） へ　(PDF/6.4KB) 「証券取引等監視委員会の活動状況」の本文 へ　(PDF/309KB)
