内部者取引,,,10,名詞,一般,*,*,*,*,内部者取引,ナイブシャトリヒキ,ナイブシャトリヒキ
インサイダー取引,,,10,名詞,一般,*,*,*,*,インサイダー取引,インサイダートリヒキ,インサイダートリヒキ
課徴金納付命令,,,10,名詞,一般,*,*,*,*,課徴金納付命令,カチョウキンノウフメイレイ,カチョウキンノウフメイレイ
公開買付,,,10,名詞,一般,*,*,*,*,公開買付,コウカイカイツケ,コウカイカイツケ
重要事実,,,10,名詞,一般,*,*,*,*,重要事実,ジュウヨウジジツ,ジュウヨウジジツ
未公表,,,10,名詞,一般,*,*,*,*,未公表,ミコウヒョウ,ミコウヒョウ
情報受領,,,10,名詞,一般,*,*,*,*,情報受領,ジョウホウジュリョウ,ジョウホウジュリョウ
金融商品取引法,,,10,名詞,一般,*,*,*,*,金融商品取引法,キンユウショウヒントリヒキホウ,キンユウショウヒントリヒキホウ
証券取引等監視委員会,,,10,名詞,固有名詞,組織,*,*,*,証券取引等監視委員会,ショウケントリヒキトウカンシイインカイ,ショウケントリヒキトウカンシイインカイ
